date and time now = 21/02/2021 18:31:18
Ticker      24H Total    Recent    Prev    Change    Rockets    wallstreetbets    wallstreetbetsELITE    stocks    investing    SatoshiStreetBets    pennystocks    RobinHoodPennyStocks    StockMarket    Daytrading     Price    1DayChange%    50DayChange%    ChangeVol%  Float Shares    Industry                                Short/Float%
NAVI              100         0     100      -100          0               100                      0         0            0                    0              0                       0              0             0    12.220          1.075           5.150       -37.638  181159240       Credit Services                         0.0861
MSFT              100        38      62       -24          0                19                      0        76            0                    0              0                       0              5             0   240.970         -1.157           4.424       -10.401  7430817240      Software—Infrastructure                 0.0058999998

date and time now = 21/02/2021 21:44:29
Ticker      24H Total    Recent    Prev    Change    Rockets    wallstreetbets    wallstreetbetsELITE    stocks    investing    SatoshiStreetBets    pennystocks    RobinHoodPennyStocks    StockMarket    Daytrading     Price    1DayChange%    50DayChange%    ChangeVol%  Float Shares    Industry                                Short/Float%
--------  -----------  --------  ------  --------  ---------  ----------------  ---------------------  --------  -----------  -------------------  -------------  ----------------------  -------------  ------------  --------  -------------  --------------  ------------  --------------  --------------------------------------  --------------
GME            111641     24296   87345    -63049        138            107989                   1873      1268           15                   41             25                       0            420            10    40.590         -0.246         -45.973       -60.068  45045377        Specialty Retail                        0.7846
AMC             29104     14241   14863      -622        349             10275                  18722        34            0                    0              5                       4             49            15     5.700          3.448           4.407       -69.434  136293432       Entertainment                           0.157
APHA            11827        68   11759    -11691          0             11774                      0         0            0                    0             53                       0              0             0    20.250          5.304          42.063        -4.458  312567697       Drug Manufacturers—Specialty & Generic  N/A
MGMT             9202         0    9202     -9202          0              9202                      0         0            0                    0              0                       0              0             0    32.219          0.329           8.707       -87.103  N/A             N/A                                     N/A
NIO              6931      6655     276      6379          3              6908                      0         6            0                    0             17                       0              0             0    55.040          1.121          -5.301       -66.043  1118305581      Auto Manufacturers                      N/A
LOGI             6517      6517       0      6517          0              6517                      0         0            0                    0              0                       0              0             0   116.410          0.535           8.327       -38.162  167544617       Computer Hardware                       0.0615
HST              6517      6517       0      6517          0              6517                      0         0            0                    0              0                       0              0             0    16.740          4.429          15.239        49.807  697287900       REIT—Hotel & Motel                      0.0868
PLTR             5163      2143    3020      -877         88              4874                     27       204            5                    0              5                       0             48             0    29.000         15.217          -3.305       281.520  1045816661      Software—Infrastructure                 0.0417
NOK              4893      2127    2766      -639          3              2931                      0         0            0                    0              0                       0           1962             0     4.070         -1.214          -5.469       -67.950  4758524992      Communication Equipment                 N/A
IBKR             4619      1700    2919     -1219          0              4556                     13         5            0                    0             45                       0              0             0    74.530         -0.040           8.063       -14.195  75091763        Capital Markets                         0.0297
IBM              3421       451    2970     -2519          0               439                     11         0         2950                   10              0                       0             11             0   118.990         -1.441          -3.814         3.780  890939764       Information Technology Services         0.0301
JPM              2798        12    2786     -2774          0              2791                      0         7            0                    0              0                       0              0             0   148.020          1.669           8.446       -10.970  3023266642      Banks—Diversified                       0.0069
ITM              2769        11    2758     -2747          0              2746                      0        13            5                    0              0                       0              0             5    51.780         -0.270          -0.563       100.743  N/A             N/A                                     N/A
SLV              2702         5    2697     -2692          0              2702                      0         0            0                    0              0                       0              0             0    25.260          0.798           2.851        -1.048  N/A             N/A                                     N/A
PSLV             2697         0    2697     -2697          0              2697                      0         0            0                    0              0                       0              0             0     9.810         -0.909           3.886       189.862  N/A             N/A                                     N/A
NEXT             2071      1947     124      1823          0               159                     38      1821            0                   10             14                       0             29             0     2.300          0.437          -4.173       -29.553  12626602        Oil & Gas E&P                           0.016900001
LINK             2021      1937      84      1853          0                10                      0      1816            0                   95             33                      38             29             0    14.400          4.956          36.852       -49.183  1060906         Electronic Components                   0.082200006
MOST             1936      1896      40      1856          0                 0                      5      1816            0                    0             86                       0             29             0     3.530          0.000          -1.671       -81.985  13687426        Health Information Services             N/A
NVDA             1902      1850      52      1798         39                52                      5      1816            0                    0              0                       0             29             0   597.060          0.657           8.564        -3.461  593441490       Semiconductors                          0.0112
OPEN             1879      1849      30      1819          0                 4                      0      1816            0                    0             30                       0             29             0    31.580          1.283          10.682        20.850  32670227        Real Estate Services                    N/A
PLUG             1868      1855      13      1842          0                15                      0      1824            0                    0              0                       0             29             0    55.890         11.268          -7.024       -15.267  397637888       Electrical Equipment & Parts            0.0837
DKNG             1865      1849      16      1833          0                 9                      0      1816            0                    0              0                       0             40             0    60.910          4.513           9.204       -27.495  331542665       Gambling                                N/A
AMD              1860      1768      92      1676         42              1757                      9        71           17                    0              0                       0              6             0    89.580          1.060          -1.555       -32.783  1204278811      Semiconductors                          0.0653
CRM              1856      1850       6      1844          0                 5                      0      1822            0                    0              0                       0             29             0   246.560         -0.182           7.711       -51.416  881748900       Software—Application                    0.0293
JMIA             1855      1845      10      1835          0                10                      0      1816            0                    0              0                       0             29             0    55.920          2.549           6.447       -70.820  71067465        Internet Retail                         N/A
GDP              1855      1845      10      1835          0                10                      0      1816            0                    0              0                       0             29             0    10.710          0.469           3.785        20.313  7644843         Oil & Gas E&P                           0.026600001
OSTK             1852      1845       7      1838          0                 0                      0      1823            0                    0              0                       0             29             0   101.200          4.030          29.870       -47.580  42141174        Internet Retail                         0.1099
LPL              1850      1850       0      1850          0                 5                      0      1816            0                    0              0                       0             29             0    11.190          3.803          11.798        29.599  444342693       Consumer Electronics                    N/A
MRNA             1849      1845       4      1841          0                 0                      4      1816            0                    0              0                       0             29             0   174.740          3.049          16.851       -72.603  324379401       Biotechnology                           0.0657
IJR              1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0   105.990          1.698           4.847       -44.518  N/A             N/A                                     N/A
TREE             1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0   344.650          3.415           7.843       -41.909  11383899        Mortgage Finance                        0.2504
DPZ              1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0   371.460         -1.506          -1.974        -2.539  39114257        Restaurants                             0.0437
IJT              1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0   131.000          1.370           4.249       -61.598  N/A             N/A                                     N/A
IWO              1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0   327.070          2.085           4.199        -7.004  N/A             N/A                                     N/A
MTD              1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0  1165.450          1.299          -3.203        24.103  23025797        Diagnostics & Research                  0.0221
IVW              1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0    66.130         -0.646           1.429       140.331  N/A             N/A                                     N/A
IWN              1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0   152.190          2.079           5.588        -1.475  N/A             N/A                                     N/A
DVY              1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0   105.530          1.354           4.807        -3.905  N/A             N/A                                     N/A
IVE              1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0   134.340          0.314           2.591       225.903  N/A             N/A                                     N/A
IJS              1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0    94.040          1.830           5.267       -48.356  N/A             N/A                                     N/A
TJX              1845      1845       0      1845          0                 0                      0      1816            0                    0              0                       0             29             0    67.690         -0.893           0.296       -37.139  1198614126      Apparel Retail                          0.0082
BTT              1659       717     942      -225         27                15                      0         0            0                 1639              0                       5              0             0    25.310         -0.315          -1.385        34.725  N/A             Asset Management                        0.0002
ABC              1500      1500       0      1500          0              1489                      0         0            4                    0              7                       0              0             0   105.870          0.580          -0.108       -22.997  147337251       Medical Distribution                    0.0186
BOTH             1345        65    1280     -1215          0                89                     65      1191            0                    0              0                       0              0             0     1.120          0.000          -1.597        81.818  134863          Shell Companies                         N/A
TSLA              948       640     308       332         11               841                     13        24            0                    0             33                      13             24             0   781.300         -0.772          -5.643       -53.726  771530247       Auto Manufacturers                      0.0679
ARE               876       337     539      -202         34                71                    541         0            0                    4              5                     240             15             0   166.240         -1.230          -1.488        -4.167  134981353       REIT—Office                             0.0506
TELL              836       170     666      -496          0               171                      0         0            0                  665              0                       0              0             0     3.580          4.070          28.162       -39.194  190499488       Oil & Gas E&P                           0.1674
HAS               832       784      48       736          0               637                    159         0            0                    0             36                       0              0             0    90.000         -1.564          -4.888       -21.158  127777392       Leisure                                 0.048
PSA               817       807      10       797          0               730                      0         0            0                    5             82                       0              0             0   234.700         -0.128           3.424       -14.926  151542826       REIT—Industrial                         0.022
TRX               767        64     703      -639          0                15                      5         0            0                  747              0                       0              0             0     0.802          2.166          10.551         1.424  202989766       Gold                                    0.0104
KNOW              745        25     720      -695         11                59                     14        11            0                  661              0                       0              0             0    35.829         -0.243           0.000         0.000  N/A             N/A                                     N/A
RSI               744       636     108       528          0               575                     22         0            0                   62             51                       5              0            29    19.750          4.277          -6.231       -26.498  N/A             Gambling                                N/A
ALPP              723         8     715      -707          0                 0                      0         0            0                    0            723                       0              0             0     6.880          7.668          44.250       -35.322  111129599       Electronic Components                   N/A
INFO              713       713       0       713          0               713                      0         0            0                    0              0                       0              0             0    93.200          0.355           4.272       -47.454  394259945       Consulting Services                     0.0149
VET               685       153     532      -379          2                 0                      0         0            0                  685              0                       0              0             0     5.520         -0.181           7.071         2.044  154557788       Oil & Gas E&P                           N/A
IQST              682        13     669      -656          1                 0                      0         0            0                    0            682                       0              0             0     1.439          8.195         176.200       -30.300  71188876        Telecom Services                        N/A
DON               679        18     661      -643          5                 5                      8         0            0                  666              0                       0              0             0    37.990          1.334           3.636       -28.011  N/A             N/A                                     N/A
MNXXF             669         0     669      -669          0                 0                      0         0            0                    0            669                       0              0             0     0.610         -4.461          28.326       -36.301  105156435       Other Industrial Metals & Mining        N/A
ONE               661       165     496      -331         12               221                    263         0            0                   80             97                       0              0             0     4.210         -0.941           9.162       -25.486  67957305        Education & Training Services           N/A
EPS               643       476     167       309          2               495                     37        43           30                    0              0                      38              0             0    41.849         -0.144           1.852       -48.543  N/A             N/A                                     N/A
PICK              559       559       0       559          0                 0                    559         0            0                    0              0                       0              0             0    42.890          2.461           8.549        78.665  N/A             N/A                                     N/A
UBS               545         6     539      -533          0               539                      0         0            0                    0              0                       0              6             0    15.520          0.976           2.930       -39.227  3536342122      Banks—Diversified                       0.0019
ADV               539         0     539      -539          0               539                      0         0            0                    0              0                       0              0             0    10.050          0.000          -8.902       -43.240  N/A             Advertising Agencies                    N/A
SHO               539         0     539      -539          0               539                      0         0            0                    0              0                       0              0             0    12.620          3.954          12.426       -15.223  212337941       REIT—Hotel & Motel                      0.033099998
CTXR              508       318     190       128          0                35                      0         0            0                    0            192                     276              5             0     2.060         32.051          60.957      2191.179  56834269        Biotechnology                           0.041199997
SIGN              468       463       5       458         10               429                     39         0            0                    0              0                       0              0             0     0.335         -0.298          26.343       -31.605  17633232        Conglomerates                           N/A
LOW               453       448       5       443          0               419                      0         0            0                    0              5                       0             29             0   177.540          0.214           3.815       -42.461  732004791       Home Improvement Retail                 0.010299999
OBSV              452       208     244       -36          0                 0                      0        99            5                    0             36                     312              0             0     5.050         27.204          44.473       219.564  41672780        Biotechnology                           0.0544
VERY              442        64     378      -314          4                12                    337         0            0                    5             88                       0              0             0    10.420          4.096          10.162        89.710  1841228         Insurance—Life                          0.0084
RIO               440       440       0       440          0               419                      0         8            7                    0              0                       0              6             0    89.990          2.157           9.832        -0.917  1420747300      Other Industrial Metals & Mining        N/A
LOOP              422         0     422      -422          0                 0                    422         0            0                    0              0                       0              0             0    11.190          7.184           8.259       -49.261  18989882        Specialty Chemicals                     0.0643
MARK              422         0     422      -422          0                 0                    422         0            0                    0              0                       0              0             0     3.850         13.235          26.368         6.515  91205326        Internet Content & Information          0.0962
TECH              419       419       0       419          0               419                      0         0            0                    0              0                       0              0             0   389.550         -1.896           8.851        16.815  38542374        Biotechnology                           0.009
NHS               419       419       0       419          0               419                      0         0            0                    0              0                       0              0             0    12.230         -0.245           2.491       -49.838  N/A             Asset Management                        N/A
ETH               418       171     247       -76          7                 0                     13         7            5                  360             33                       0              0             0    25.000          3.178           5.993       -17.676  21778492        Furnishings, Fixtures & Appliances      0.0868
SPY               417        39     378      -339          3                59                      0       329           15                    0              0                       0              9             5   390.030         -0.177           2.001        31.801  N/A             N/A                                     N/A
SNDL              393       229     164        65          0               231                     59         5            5                    0             25                      58              5             5     1.530          5.517          42.029        43.746  436611788       Drug Manufacturers—Specialty & Generic  0.0552
BRO               391         5     386      -381          0               391                      0         0            0                    0              0                       0              0             0    45.590          2.866          -0.129        27.120  232117051       Insurance Brokers                       0.0168
AAPL              378       328      50       278          3                25                      4        31            5                    0             61                       0            239            13   129.870          0.123          -2.760       -15.782  16770804261     Consumer Electronics                    0.0055
ROLL              376       376       0       376          0                 0                    376         0            0                    0              0                       0              0             0   190.080          3.192           4.428       -12.998  24328258        Tools & Accessories                     0.015
ZOM               335        39     296      -257          0                10                      6         0            0                    0             71                     243              5             0     2.280          3.167          67.879       -70.829  526530736       Drug Manufacturers—Specialty & Generic  0.0777
CASH              331        50     281      -231          0                18                    276         0            0                   37              0                       0              0             0    43.500          1.541           8.075       -67.496  31526260        Banks—Regional                          0.0388
CAN               317       123     194       -71         37               132                    170         0            5                    0              0                       0              5             5    24.790         43.047         216.175       274.244  80825530        Computer Hardware                       N/A
ASRT              314       224      90       134          0                15                     22         0            0                    0              5                     267              5             0     1.080          2.857          40.315        56.421  105444453       Drug Manufacturers—Specialty & Generic  0.0222
NEW               307       257      50       207         17                49                    174         5            0                   21             53                       0              0             5     8.500          1.190          24.539       110.297  42190743        Education & Training Services           N/A
AGTC              278        14     264      -250          0                15                      0         0            0                    0              5                     258              0             0     7.030         -3.830          39.913       116.152  36253651        Biotechnology                           0.051
MVIS              269       204      65       139          0                55                    159        10            0                    0             25                       5             15             0    20.500         13.636         103.753       -37.049  145449879       Scientific & Technical Instruments      0.1495
ALV               265         0     265      -265          0                 0                      0         0          265                    0              0                       0              0             0    93.510          3.808           1.806        39.108  81301291        Auto Parts                              0.013099999
BEEN              248       159      89        70          2                 0                    171         0            0                   77              0                       0              0             0     1.190          0.000          -8.921       -84.351  N/A             Waste Management                        N/A
UAL               248       168      80        88          0               119                      0        32            0                    0              0                       0             97             0    48.030          6.828          11.026        32.596  311053145       Airlines                                0.0598
LTC               246         4     242      -238          0                 5                      8         0            0                  233              0                       0              0             0    40.680         -0.270           1.258        17.921  38447570        REIT—Healthcare Facilities              0.036199998
CBD               242       225      17       208          0                46                      0        19           33                    0            118                       5             21             0    16.500          4.298          11.432        28.858  156783223       Department Stores                       N/A
HUGE              238       134     104        30          7               103                     46        15            0                   39             20                       0             15             0     2.490          3.750           9.809       -41.575  16950624        Drug Manufacturers—Specialty & Generic  N/A
EST               238       227      11       216          0                35                      0        24            0                  174              5                       0              0             0     0.000          0.000           0.000         0.000  N/A             N/A                                     N/A
FREE              237       153      84        69          7                59                     73        19            5                   25             28                      15              8             5    13.790         -0.791          12.248       -29.908  32591579        Packaged Foods                          0.0425
HCMC              232        98     134       -36          4                55                     77         0            0                    0            100                       0              0             0     0.004        -12.500         126.223       -67.133  91485328789     Grocery Stores                          0.0074
ASTI              230        17     213      -196          0                17                      0         0            0                    0            213                       0              0             0     0.044         24.788          65.933        18.081  8184359013      Solar                                   0.0385
EFT               224         0     224      -224          0               224                      0         0            0                    0              0                       0              0             0    13.900          0.506           1.494       -35.133  N/A             Asset Management                        N/A
HCI               219       219       0       219          0                 0                      0         0            0                    0              0                     219              0             0    59.360         -0.235           5.532        74.350  6230714         Insurance—Property & Casualty           0.0754
PULM              202       119      83        36          0                 0                      0         0            0                    0            119                      78              5             0     1.920         10.345          21.170       175.381  34387527        Biotechnology                           0.0027
PUMP              200       189      11       178          7                 0                      0         0            0                   32            168                       0              0             0     9.480          1.826          10.556       -58.326  71996221        Oil & Gas Equipment & Services          0.0255
WANT              195       106      89        17          1                 0                     98         0            0                    0             97                       0              0             0    58.820         -1.672           1.857       -36.768  N/A             N/A                                     N/A
POST              193       184       9       175          4                10                    183         0            0                    0              0                       0              0             0    97.700         -0.235          -0.427       -38.016  52444079        Packaged Foods                          0.035
VPN               191       174      17       157          0                 0                      0         0            0                  191              0                       0              0             0    16.240          0.433           2.088       -25.097  N/A             N/A                                     N/A
SOS               187       105      82        23          0                33                     16        11           10                    0             45                       8             64             0    11.270          5.822         183.533       149.968  N/A             Software—Infrastructure                 N/A
RKT               179        51     128       -77          2               141                      4         5            0                    0              0                       0             29             0    20.270          0.997          -1.929       -48.185  104277185       Mortgage Finance                        0.3076
CCIV              177        96      81        15          7               120                     16        20            5                    0              6                       0             10             0    52.940         -8.803         102.213        73.493  N/A             Shell Companies                         N/A
INND              176       172       4       168          0                 0                      0         0            0                    0            176                       0              0             0     0.023        -28.302          22.177       174.922  245424555       Medical Instruments & Supplies          N/A
GTE               173       148      25       123          3                 5                    149         0            0                    0              5                      14              0             0     0.950          2.151          47.321       -17.511  313827947       Oil & Gas E&P                           0.0033000002
CVS               172       109      63        46          0                 0                      0        14           39                    0            101                       8             10             0    70.420         -1.538          -3.909        -7.733  1308627308      Healthcare Plans                        0.0119
AABB              165       135      30       105          1                30                      0         0            0                    0            130                       0              5             0     0.314          4.284         494.230        56.726  N/A             Other Industrial Metals & Mining        N/A
REAL              162        54     108       -54          0               104                     53         0            0                    0              0                       0              5             0    28.220          1.694          10.820       -34.037  72085180        Specialty Retail                        0.1926
GOOD              158         4     154      -150          0               119                     39         0            0                    0              0                       0              0             0    18.630         -0.161           1.516        -5.707  32880173        REIT—Diversified                        0.0099
FIND              157         0     157      -157          0               157                      0         0            0                    0              0                       0              0             0     0.013         -3.846          73.079       606.565  580069279       Chemicals                               N/A
SANP              155        81      74         7          2                 0                      5         0            0                    0            145                       5              0             0     0.011         13.000         413.430        72.742  N/A             Software—Infrastructure                 N/A
TSNP              152       116      36        80          0                10                      0         0            0                    0            142                       0              0             0     1.070         36.306          73.784       -23.327  N/A             Furnishings, Fixtures & Appliances      N/A
NYC               152         0     152      -152          2               136                      0         0            0                    0              0                       0             16             0     9.900         -0.503           4.229       -27.875  6386878         REIT—Office                             N/A
PVDG              151         8     143      -135          0                 0                      0         0            0                    0            151                       0              0             0     0.085          6.500         164.139       -27.073  95624329        Utilities—Renewable                     N/A
CRON              151       151       0       151          0                41                      0        12           38                    0              0                       0             50            10    12.300          4.949          11.800       -34.262  189769814       Drug Manufacturers—Specialty & Generic  0.13949999
API               142       142       0       142          0                10                      0        11            4                    0            117                       0              0             0    98.080          5.987          49.251         5.160  23596805        Software—Application                    N/A
DEX               139       121      18       103          1                 0                      0         0            0                  139              0                       0              0             0     9.710         -0.410           0.062        14.911  N/A             Asset Management                        N/A
ALOT              134       134       0       134          0                 0                    134         0            0                    0              0                       0              0             0    11.180          1.729           3.261       283.810  6449924         Computer Hardware                       0.006
XRT               133        15     118      -103          0                50                      0         0            0                    0              0                       0             83             0    79.150          1.487           3.999       -60.374  N/A             N/A                                     N/A
SSFT              132        51      81       -30          1                 0                      0         0            0                    0            127                       5              0             0     0.320         -5.882          90.410       109.028  N/A             Information Technology Services         N/A
TTM               129        25     104       -79          0                75                      0        54            0                    0              0                       0              0             0    21.430         -2.012          12.970       -33.952  389726980       Auto Manufacturers                      N/A
NVCN              127       104      23        81          0                 0                      0         0            0                    0             36                      91              0             0     1.860         -3.627          31.915        20.276  20322852        Medical Devices                         0.037100002
OZSC              127        44      83       -39          5                19                      0         0            0                    0            103                       0              5             0     0.312         32.766          99.979       -48.454  N/A             Electrical Equipment & Parts            N/A
CBDD              126       112      14        98          0                 0                     19         0            0                    0            102                       0              5             0     0.025          0.806          11.152       -75.369  N/A             Internet Retail                         N/A
TRC               124       124       0       124          0                 0                      0         0            0                  124              0                       0              0             0    16.690          2.205           3.065       -26.947  20678837        Conglomerates                           0.0202
SENS              124       114      10       104          0               110                      0         0            0                    0             14                       0              0             0     4.630          2.661          78.245         7.665  166925549       Diagnostics & Research                  0.1683
RIOT              124        91      33        58         26                45                     10         5            0                    0             34                       0             30             0    71.330         14.993         136.055       127.818  49446718        Software—Application                    0.17940001
SSY               123        27      96       -69          7                32                     31         0            0                    0             49                       0              6             5     2.380          7.207          41.539       177.165  5045680         Pharmaceutical Retailers                0.0074
