date and time now = 21/02/2021 18:31:18
Ticker      24H Total    Recent    Prev    Change    Rockets    wallstreetbets    wallstreetbetsELITE    stocks    investing    SatoshiStreetBets    pennystocks    RobinHoodPennyStocks    StockMarket    Daytrading     Price    1DayChange%    50DayChange%    ChangeVol%  Float Shares    Industry                                Short/Float%
QQQJ              133         0     133      -133          0                 0                      0       133            0                    0              0                       0              0             0    34.500          1.232           5.021       -14.378  N/A             N/A                                     N/A
DADA              133         0     133      -133          0                 0                      0       133            0                    0              0                       0              0             0    41.370         -0.863          -4.871       -57.651  43203184        Internet Retail                         N/A
MAXN              133         0     133      -133          0                 0                      0       133            0                    0              0                       0              0             0    40.970         -0.967          -3.619       -22.857  13587174        Solar                                   N/A
SURF              133         0     133      -133          0                 0                      0       133            0                    0              0                       0              0             0     9.500          2.041         -15.576        -7.090  29879586        Biotechnology                           0.059299998
APG               133         0     133      -133          0                 0                      0       133            0                    0              0                       0              0             0    19.520          1.932           7.550       -48.356  131623018       Engineering & Construction              0.0468
AQB               133         0     133      -133          0                 0                      0       133            0                    0              0                       0              0             0     8.280          4.282         -16.713       -50.296  26719757        Farm Products                           0.0297
NIU               133         0     133      -133          0                 0                      0       133            0                    0              0                       0              0             0    44.190          1.168           3.210       -58.633  39420352        Auto Manufacturers                      N/A
RISE              127         5     122      -117          0               127                      0         0            0                    0              0                       0              0             0    19.945         -0.275           0.000         0.000  N/A             N/A                                     N/A
GSV               125         0     125      -125          0                 0                      0         0            0                    0              5                     120              0             0     0.751          1.446           3.740        68.739  293615865       Gold                                    0.0138
BOUT              124         5     119      -114          2                 5                    119         0            0                    0              0                       0              0             0    36.835          3.150           6.552        26.155  N/A             N/A                                     N/A
AAL               118       103      15        88          7                88                      0        10            0                    0             10                       0             10             0    18.680          5.477          12.905       -34.812  633515722       Airlines                                0.21030001
TRC               118       118       0       118          0                 0                      0         0            0                  118              0                       0              0             0    16.690          2.205           3.065       -24.927  20678837        Conglomerates                           0.0202
AMZN              115         4     111      -107          6                90                      4         8            5                    0              0                       0              8             0  3249.900         -2.354           0.109        17.550  429626332       Internet Retail                         0.0077
API               115       115       0       115          0                10                      0         9            4                    0             92                       0              0             0    98.080          5.987          49.251         5.160  23596805        Software—Application                    N/A
ERC               114        11     103       -92          7                 0                      0         0            0                  114              0                       0              0             0    12.390         -0.242           0.752       -30.003  N/A             Asset Management                        N/A
STHC              114         0     114      -114          0                 9                      0         0            0                    0            105                       0              0             0     0.084         36.143          41.048        69.471  N/A             Real Estate Services                    N/A
BAND              113         0     113      -113          1                 0                    113         0            0                    0              0                       0              0             0   188.830          1.135           9.651       -38.365  20009516        Software—Infrastructure                 0.2053
DEX               111        93      18        75          1                 0                      0         0            0                  111              0                       0              0             0     9.710         -0.410           0.062        14.911  N/A             Asset Management                        N/A
SSY               111        16      95       -79          7                28                     28         0            0                    0             44                       0              6             5     2.380          7.207          41.539       177.165  5045680         Pharmaceutical Retailers                0.0074
SSFT              111        33      78       -45          0                 0                      0         0            0                    0            106                       5              0             0     0.320         -5.882          90.410       109.028  N/A             Information Technology Services         N/A
WHEN              107        70      37        33         12                20                     87         0            0                    0              0                       0              0             0     0.004         18.919         137.643        -4.984  N/A             Software—Application                    N/A
ETFM              107        19      88       -69          0                 0                      0         0            0                    0            107                       0              0             0     0.022         -7.500        2120.000         0.000  4686808360      Auto & Truck Dealerships                N/A
TIGR              106        58      48        10          8               106                      0         0            0                    0              0                       0              0             0    34.980         11.330          76.319       138.032  75127535        Capital Markets                         N/A
CLOV              106        21      85       -64          0                20                      0        25           43                    0              0                       0             18             0    10.980          1.385         -22.331        30.030  11450066        Healthcare Plans                        N/A
TERM              105        42      63       -21          0                35                      0         0            0                    0             59                       0             11             0    19.690          0.612           3.216       -73.698  N/A             N/A                                     N/A
CBDD              104        89      15        74          0                 0                     20         0            0                    0             79                       0              5             0     0.025          0.806          11.152       -75.369  N/A             Internet Retail                         N/A
NVCN              102        81      21        60          0                 0                      0         0            0                    0             29                      73              0             0     1.860         -3.627          31.915        20.276  20322852        Medical Devices                         0.037100002
NEAR              102         5      97       -92          2                 5                     97         0            0                    0              0                       0              0             0    50.245         -0.010           0.053       -29.072  N/A             N/A                                     N/A
RIOT              101        74      27        47         25                30                      4         5            0                    0             34                       0             28             0    71.330         14.993         136.055       127.818  49446718        Software—Application                    0.17940001
SLM               100         0     100      -100          0               100                      0         0            0                    0              0                       0              0             0    15.055          0.434           7.573        52.958  340243227       Credit Services                         0.0511
NAVI              100         0     100      -100          0               100                      0         0            0                    0              0                       0              0             0    12.220          1.075           5.150       -37.638  181159240       Credit Services                         0.0861

date and time now = 21/02/2021 21:37:31
Ticker      24H Total    Recent    Prev    Change    Rockets    wallstreetbets    wallstreetbetsELITE    stocks    investing    SatoshiStreetBets    pennystocks    RobinHoodPennyStocks    StockMarket    Daytrading     Price    1DayChange%    50DayChange%    ChangeVol%  Float Shares    Industry                                Short/Float%
--------  -----------  --------  ------  --------  ---------  ----------------  ---------------------  --------  -----------  -------------------  -------------  ----------------------  -------------  ------------  --------  -------------  --------------  ------------  --------------  --------------------------------------  --------------
GME            111325     23991   87334    -63343        138            107690                   1874      1264           15                   37             25                       0            415             5    40.590         -0.246         -45.973       -60.068  45045377        Specialty Retail                        0.7846
AMC             29132     14146   14986      -840        352             10250                  18775        33            0                    0              5                       4             50            15     5.700          3.448           4.407       -69.434  136293432       Entertainment                           0.157
APHA            11823        64   11759    -11695          0             11771                      0         0            0                    0             52                       0              0             0    20.250          5.304          42.063        -4.458  312567697       Drug Manufacturers—Specialty & Generic  N/A
MGMT             9200         0    9200     -9200          0              9200                      0         0            0                    0              0                       0              0             0    32.219          0.329           8.707       -87.103  N/A             N/A                                     N/A
NIO              6873      6593     280      6313          3              6849                      0         6            0                    0             18                       0              0             0    55.040          1.121          -5.301       -66.043  1118305581      Auto Manufacturers                      N/A
HST              6455      6455       0      6455          0              6455                      0         0            0                    0              0                       0              0             0    16.740          4.429          15.239        49.807  697287900       REIT—Hotel & Motel                      0.0868
LOGI             6455      6455       0      6455          0              6455                      0         0            0                    0              0                       0              0             0   116.410          0.535           8.327       -38.162  167544617       Computer Hardware                       0.0615
PLTR             5107      2099    3008      -909         88              4815                     27       207            5                    0              5                       0             48             0    29.000         15.217          -3.305       281.520  1045816661      Software—Infrastructure                 0.0417
NOK              4883      2124    2759      -635          3              2924                      0         0            0                    0              0                       0           1959             0     4.070         -1.214          -5.469       -67.950  4758524992      Communication Equipment                 N/A
IBKR             4608      1692    2916     -1224          0              4544                     13         5            0                    0             46                       0              0             0    74.530         -0.040           8.063       -14.195  75091763        Capital Markets                         0.0297
IBM              3416       442    2974     -2532          0               430                     11         0         2954                   10              0                       0             11             0   118.990         -1.441          -3.814         3.780  890939764       Information Technology Services         0.0301
JPM              2793        11    2782     -2771          0              2787                      0         6            0                    0              0                       0              0             0   148.020          1.669           8.446       -10.970  3023266642      Banks—Diversified                       0.0069
ITM              2768        12    2756     -2744          0              2742                      0        16            5                    0              0                       0              0             5    51.780         -0.270          -0.563       100.743  N/A             N/A                                     N/A
SLV              2697         5    2692     -2687          0              2697                      0         0            0                    0              0                       0              0             0    25.260          0.798           2.851        -1.048  N/A             N/A                                     N/A
PSLV             2692         0    2692     -2692          0              2692                      0         0            0                    0              0                       0              0             0     9.810         -0.909           3.886       189.862  N/A             N/A                                     N/A
NEXT             2063      1938     125      1813          0               160                     39      1809            0                   10             13                       0             32             0     2.300          0.437          -4.173       -29.553  12626602        Oil & Gas E&P                           0.016900001
LINK             2009      1925      84      1841          0                10                      0      1804            0                   93             31                      39             32             0    14.400          4.956          36.852       -49.183  1060906         Electronic Components                   0.082200006
MOST             1928      1887      41      1846          0                 0                      5      1804            0                    0             87                       0             32             0     3.530          0.000          -1.671       -81.985  13687426        Health Information Services             N/A
NVDA             1894      1841      53      1788         39                53                      5      1804            0                    0              0                       0             32             0   597.060          0.657           8.564        -3.461  593441490       Semiconductors                          0.0112
OPEN             1871      1845      26      1819          0                 4                      0      1804            0                    0             31                       0             32             0    31.580          1.283          10.682        20.850  32670227        Real Estate Services                    N/A
PLUG             1859      1846      13      1833          0                15                      0      1812            0                    0              0                       0             32             0    55.890         11.268          -7.024       -15.267  397637888       Electrical Equipment & Parts            0.0837
DKNG             1856      1840      16      1824          0                 9                      0      1804            0                    0              0                       0             43             0    60.910          4.513           9.204       -27.495  331542665       Gambling                                N/A
AMD              1853      1758      95      1663         42              1750                      9        71           17                    0              0                       0              6             0    89.580          1.060          -1.555       -32.783  1204278811      Semiconductors                          0.0653
JMIA             1846      1836      10      1826          0                10                      0      1804            0                    0              0                       0             32             0    55.920          2.549           6.447       -70.820  71067465        Internet Retail                         N/A
GDP              1846      1836      10      1826          0                10                      0      1804            0                    0              0                       0             32             0    10.710          0.469           3.785        20.313  7644843         Oil & Gas E&P                           0.026600001
CRM              1846      1841       5      1836          0                 5                      0      1809            0                    0              0                       0             32             0   246.560         -0.182           7.711       -51.416  881748900       Software—Application                    0.0293
OSTK             1844      1836       8      1828          0                 0                      0      1812            0                    0              0                       0             32             0   101.200          4.030          29.870       -47.580  42141174        Internet Retail                         0.1099
LPL              1841      1841       0      1841          0                 5                      0      1804            0                    0              0                       0             32             0    11.190          3.803          11.798        29.599  444342693       Consumer Electronics                    N/A
MRNA             1840      1836       4      1832          0                 0                      4      1804            0                    0              0                       0             32             0   174.740          3.049          16.851       -72.603  324379401       Biotechnology                           0.0657
DPZ              1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0   371.460         -1.506          -1.974        -2.539  39114257        Restaurants                             0.0437
TJX              1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0    67.690         -0.893           0.296       -37.139  1198614126      Apparel Retail                          0.0082
TREE             1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0   344.650          3.415           7.843       -41.909  11383899        Mortgage Finance                        0.2504
IJT              1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0   131.000          1.370           4.249       -61.598  N/A             N/A                                     N/A
IVW              1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0    66.130         -0.646           1.429       140.331  N/A             N/A                                     N/A
IWO              1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0   327.070          2.085           4.199        -7.004  N/A             N/A                                     N/A
IJR              1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0   105.990          1.698           4.847       -44.518  N/A             N/A                                     N/A
IVE              1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0   134.340          0.314           2.591       225.903  N/A             N/A                                     N/A
IWN              1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0   152.190          2.079           5.588        -1.475  N/A             N/A                                     N/A
IJS              1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0    94.040          1.830           5.267       -48.356  N/A             N/A                                     N/A
MTD              1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0  1165.450          1.299          -3.203        24.103  23025797        Diagnostics & Research                  0.0221
DVY              1836      1836       0      1836          0                 0                      0      1804            0                    0              0                       0             32             0   105.530          1.354           4.807        -3.905  N/A             N/A                                     N/A
BTT              1654       715     939      -224         27                15                      0         0            0                 1634              0                       5              0             0    25.310         -0.315          -1.385        34.725  N/A             Asset Management                        0.0002
ABC              1501      1501       0      1501          0              1489                      0         0            4                    0              8                       0              0             0   105.870          0.580          -0.108       -22.997  147337251       Medical Distribution                    0.0186
BOTH             1346        67    1279     -1212          0                89                     67      1190            0                    0              0                       0              0             0     1.120          0.000          -1.597        81.818  134863          Shell Companies                         N/A
TSLA              939       630     309       321         11               835                     13        23            0                    0             32                      13             23             0   781.300         -0.772          -5.643       -53.726  771530247       Auto Manufacturers                      0.0679
ARE               863       328     535      -207         34                70                    531         0            0                    4              5                     239             14             0   166.240         -1.230          -1.488        -4.167  134981353       REIT—Office                             0.0506
TELL              833       169     664      -495          0               170                      0         0            0                  663              0                       0              0             0     3.580          4.070          28.162       -39.194  190499488       Oil & Gas E&P                           0.1674
PSA               817       807      10       797          0               732                      0         0            0                    5             80                       0              0             0   234.700         -0.128           3.424       -14.926  151542826       REIT—Industrial                         0.022
TRX               765        63     702      -639          0                15                      5         0            0                  745              0                       0              0             0     0.802          2.166          10.551         1.424  202989766       Gold                                    0.0104
HAS               765       717      48       669          0               573                    156         0            0                    0             36                       0              0             0    90.000         -1.564          -4.888       -21.158  127777392       Leisure                                 0.048
KNOW              743        25     718      -693         11                59                     14        11            0                  659              0                       0              0             0    35.829         -0.243           0.000         0.000  N/A             N/A                                     N/A
RSI               733       625     108       517          0               564                     21         0            0                   64             51                       5              0            28    19.750          4.277          -6.231       -26.498  N/A             Gambling                                N/A
ALPP              726         8     718      -710          0                 0                      0         0            0                    0            726                       0              0             0     6.880          7.668          44.250       -35.322  111129599       Electronic Components                   N/A
INFO              714       714       0       714          0               714                      0         0            0                    0              0                       0              0             0    93.200          0.355           4.272       -47.454  394259945       Consulting Services                     0.0149
IQST              684        13     671      -658          1                 0                      0         0            0                    0            684                       0              0             0     1.439          8.195         176.200       -30.300  71188876        Telecom Services                        N/A
DON               678        19     659      -640          5                 5                      9         0            0                  664              0                       0              0             0    37.990          1.334           3.636       -28.011  N/A             N/A                                     N/A
VET               673       151     522      -371          2                 0                      0         0            0                  673              0                       0              0             0     5.520         -0.181           7.071         2.044  154557788       Oil & Gas E&P                           N/A
MNXXF             671         0     671      -671          0                 0                      0         0            0                    0            671                       0              0             0     0.610         -4.461          28.326       -36.301  105156435       Other Industrial Metals & Mining        N/A
ONE               649       164     485      -321         12               215                    261         0            0                   77             96                       0              0             0     4.210         -0.941           9.162       -25.486  67957305        Education & Training Services           N/A
EPS               633       468     165       303          2               484                     37        41           32                    0              0                      39              0             0    41.849         -0.144           1.852       -48.543  N/A             N/A                                     N/A
UBS               545         6     539      -533          0               539                      0         0            0                    0              0                       0              6             0    15.520          0.976           2.930       -39.227  3536342122      Banks—Diversified                       0.0019
PICK              543       543       0       543          0                 0                    543         0            0                    0              0                       0              0             0    42.890          2.461           8.549        78.665  N/A             N/A                                     N/A
SHO               539         0     539      -539          0               539                      0         0            0                    0              0                       0              0             0    12.620          3.954          12.426       -15.223  212337941       REIT—Hotel & Motel                      0.033099998
ADV               539         0     539      -539          0               539                      0         0            0                    0              0                       0              0             0    10.050          0.000          -8.902       -43.240  N/A             Advertising Agencies                    N/A
CTXR              504       311     193       118          0                35                      0         0            0                    0            185                     274              5             5     2.060         32.051          60.957      2191.179  56834269        Biotechnology                           0.041199997
SIGN              459       454       5       449         10               420                     39         0            0                    0              0                       0              0             0     0.335         -0.298          26.343       -31.605  17633232        Conglomerates                           N/A
OBSV              452       207     245       -38          0                 0                      0       101            5                    0             34                     312              0             0     5.050         27.204          44.473       219.564  41672780        Biotechnology                           0.0544
LOW               447       442       5       437          0               410                      0         0            0                    0              5                       0             32             0   177.540          0.214           3.815       -42.461  732004791       Home Improvement Retail                 0.010299999
VERY              441        63     378      -315          4                12                    336         0            0                    5             88                       0              0             0    10.420          4.096          10.162        89.710  1841228         Insurance—Life                          0.0084
RIO               430       430       0       430          0               410                      0         7            7                    0              0                       0              6             0    89.990          2.157           9.832        -0.917  1420747300      Other Industrial Metals & Mining        N/A
MARK              423         0     423      -423          0                 0                    423         0            0                    0              0                       0              0             0     3.850         13.235          26.368         6.515  91205326        Internet Content & Information          0.0962
LOOP              423         0     423      -423          0                 0                    423         0            0                    0              0                       0              0             0    11.190          7.184           8.259       -49.261  18989882        Specialty Chemicals                     0.0643
SPY               417        38     379      -341          3                60                      0       328           15                    0              0                       0              9             5   390.030         -0.177           2.001        31.801  N/A             N/A                                     N/A
ETH               414       169     245       -76          7                 0                     13         6            5                  359             31                       0              0             0    25.000          3.178           5.993       -17.676  21778492        Furnishings, Fixtures & Appliances      0.0868
TECH              410       410       0       410          0               410                      0         0            0                    0              0                       0              0             0   389.550         -1.896           8.851        16.815  38542374        Biotechnology                           0.009
NHS               410       410       0       410          0               410                      0         0            0                    0              0                       0              0             0    12.230         -0.245           2.491       -49.838  N/A             Asset Management                        N/A
BRO               391         5     386      -381          0               391                      0         0            0                    0              0                       0              0             0    45.590          2.866          -0.129        27.120  232117051       Insurance Brokers                       0.0168
SNDL              387       225     162        63          0               227                     57         5            5                    0             25                      58              5             5     1.530          5.517          42.029        43.746  436611788       Drug Manufacturers—Specialty & Generic  0.0552
ROLL              377       377       0       377          0                 0                    377         0            0                    0              0                       0              0             0   190.080          3.192           4.428       -12.998  24328258        Tools & Accessories                     0.015
AAPL              368       315      53       262          3                27                      4        32            5                    0             53                       0            235            12   129.870          0.123          -2.760       -15.782  16770804261     Consumer Electronics                    0.0055
ZOM               335        39     296      -257          0                10                      6         0            0                    0             70                     244              5             0     2.280          3.167          67.879       -70.829  526530736       Drug Manufacturers—Specialty & Generic  0.0777
CASH              325        46     279      -233          0                18                    274         0            0                   33              0                       0              0             0    43.500          1.541           8.075       -67.496  31526260        Banks—Regional                          0.0388
CAN               318       124     194       -70         37               132                    171         0            5                    0              0                       0              5             5    24.790         43.047         216.175       274.244  80825530        Computer Hardware                       N/A
ASRT              301       213      88       125          0                15                     22         0            0                    0              5                     254              5             0     1.080          2.857          40.315        56.421  105444453       Drug Manufacturers—Specialty & Generic  0.0222
NEW               298       247      51       196         17                50                    169         5            0                   21             48                       0              0             5     8.500          1.190          24.539       110.297  42190743        Education & Training Services           N/A
AGTC              279        14     265      -251          0                15                      0         0            0                    0              5                     259              0             0     7.030         -3.830          39.913       116.152  36253651        Biotechnology                           0.051
MVIS              267       201      66       135          0                57                    156        10            0                    0             25                       5             14             0    20.500         13.636         103.753       -37.049  145449879       Scientific & Technical Instruments      0.1495
ALV               263         0     263      -263          0                 0                      0         0          263                    0              0                       0              0             0    93.510          3.808           1.806        39.108  81301291        Auto Parts                              0.013099999
UAL               248       166      82        84          0               116                      0        35            0                    0              0                       0             97             0    48.030          6.828          11.026        32.596  311053145       Airlines                                0.0598
BEEN              245       156      89        67          2                 0                    169         0            0                   76              0                       0              0             0     1.190          0.000          -8.921       -84.351  N/A             Waste Management                        N/A
LTC               245         4     241      -237          0                 5                      8         0            0                  232              0                       0              0             0    40.680         -0.270           1.258        17.921  38447570        REIT—Healthcare Facilities              0.036199998
FREE              243       149      94        55          7                64                     70        19            5                   25             29                      15             11             5    13.790         -0.791          12.248       -29.908  32591579        Packaged Foods                          0.0425
HUGE              239       136     103        33          7               108                     47        14            0                   38             18                       0             14             0     2.490          3.750           9.809       -41.575  16950624        Drug Manufacturers—Specialty & Generic  N/A
CBD               236       220      16       204          0                43                      0        18           33                    0            115                       5             22             0    16.500          4.298          11.432        28.858  156783223       Department Stores                       N/A
HCMC              229        98     131       -33          4                55                     74         0            0                    0            100                       0              0             0     0.004        -12.500         126.223       -67.133  91485328789     Grocery Stores                          0.0074
EST               227       216      11       205          0                28                      0        23            0                  171              5                       0              0             0     0.000          0.000           0.000         0.000  N/A             N/A                                     N/A
ASTI              227        17     210      -193          0                17                      0         0            0                    0            210                       0              0             0     0.044         24.788          65.933        18.081  8184359013      Solar                                   0.0385
EFT               227         0     227      -227          0               227                      0         0            0                    0              0                       0              0             0    13.900          0.506           1.494       -35.133  N/A             Asset Management                        N/A
HCI               208       208       0       208          0                 0                      0         0            0                    0              0                     208              0             0    59.360         -0.235           5.532        74.350  6230714         Insurance—Property & Casualty           0.0754
PULM              196       111      85        26          0                 0                      0         0            0                    0            119                      72              5             0     1.920         10.345          21.170       175.381  34387527        Biotechnology                           0.0027
WANT              193       105      88        17          1                 0                     97         0            0                    0             96                       0              0             0    58.820         -1.672           1.857       -36.768  N/A             N/A                                     N/A
POST              190       181       9       172          4                10                    180         0            0                    0              0                       0              0             0    97.700         -0.235          -0.427       -38.016  52444079        Packaged Foods                          0.035
VPN               189       171      18       153          0                 0                      0         0            0                  189              0                       0              0             0    16.240          0.433           2.088       -25.097  N/A             N/A                                     N/A
